age,age error,proxy,proxyerror,proxyname,researchername,proxytype,comments
1975,1,1.134,0.00301642,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1970,1,1.11,0.00295585,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1967,1,1.085,0.0028963,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1966,1,1.062,0.00285552,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1965,1,1.055,0.00283608,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1964,1,1.034,0.00278597,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1963,1,1.004,0.00271671,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1962,1,0.99,0.00268168,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1961,1,0.982,0.00267451,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1960,1,0.973,0.00264222,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1959,1,0.96,0.00403187,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1958,1,0.951,0.00262333,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1957,1,0.946,0.00259088,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1953,1,0.951,0.00433469,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1952,1,0.943,0.00257767,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1951,1,0.947,0.00258471,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1950,1,0.948,0.00259139,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1945,1,0.947,0.00260118,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1940,1,0.946,0.00258213,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1935,1,0.95,0.00259699,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
1930,1,0.947,0.00258694,6.zinke_F14C_FLI01A_FL105A,6_zinke,f14c,
2000,0,0.108,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,
1980,0,0.188,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,
1970,0,0.138,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,
1966,0,0.114,0.068,7.delong_239240Pu_05WFGB3,7_delong,pu,
1964,0,0.336,0.141,7.delong_239240Pu_05WFGB3,7_delong,pu,
1962,0,0.184,0.072,7.delong_239240Pu_05WFGB3,7_delong,pu,
1960,0,0.145,0.077,7.delong_239240Pu_05WFGB3,7_delong,pu,
1958,0,0.198,0.103,7.delong_239240Pu_05WFGB3,7_delong,pu,
1956,0,0.225,0.112,7.delong_239240Pu_05WFGB3,7_delong,pu,
1954,0,0.14,0.083,7.delong_239240Pu_05WFGB3,7_delong,pu,
1952,0,0.088,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,Age error based on the conclusion
1950,0,0.092,0.044,7.delong_239240Pu_05WFGB3,7_delong,pu,
1945,0,0.139,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,
1936,0,0.085,NA,7.delong_239240Pu_05WFGB3,7_delong,pu,
2005,0,1.083,0.0029,7.delong_F14C_05WFGB3,7_delong,f14c,
2004,0,1.085,0.0029,7.delong_F14C_05WFGB3,7_delong,f14c,
2000,0,1.097,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,
1999,0,1.095,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,
1990,0,1.117,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,
1980,0,1.144,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,Age error based on the conclusion
1975,0,1.166,0.0031,7.delong_F14C_05WFGB3,7_delong,f14c,
1970,0,1.173,0.0031,7.delong_F14C_05WFGB3,7_delong,f14c,
1967,0,1.146,0.0031,7.delong_F14C_05WFGB3,7_delong,f14c,
1966,0,1.137,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,
1965,0,1.119,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,
1964,0,1.109,0.003,7.delong_F14C_05WFGB3,7_delong,f14c,
1963,0,1.086,0.0029,7.delong_F14C_05WFGB3,7_delong,f14c,
1962,0,1.053,0.0029,7.delong_F14C_05WFGB3,7_delong,f14c,
1961,0,1.005,0.0027,7.delong_F14C_05WFGB3,7_delong,f14c,
1960,0,0.991,0.0027,7.delong_F14C_05WFGB3,7_delong,f14c,
1959,0,0.981,0.0027,7.delong_F14C_05WFGB3,7_delong,f14c,
1958,0,0.965,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1957,0,0.961,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1956,0,0.957,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1955,0,0.958,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1954,0,0.95,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1953,0,0.95,0.0025,7.delong_F14C_05WFGB3,7_delong,f14c,
1952,0,0.947,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1951,0,0.948,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1950,0,0.951,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1945,0,0.949,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1940,0,0.95,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1936,0,0.947,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1935,0,0.949,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1934,0,0.951,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1931,0,0.951,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1930,0,0.951,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1929,0,0.953,0.0026,7.delong_F14C_05WFGB3,7_delong,f14c,
1990.5,0.5,1.3363064538,0.6755812272,8.thomas_239240Pu_palmer,8_thomas,pu,
1986.5,0.5,0.6867459681,0,8.thomas_239240Pu_palmer,8_thomas,pu,
1980.5,0.5,1.0640695931,0.4471592923,8.thomas_239240Pu_palmer,8_thomas,pu,
1974.5,0.5,0.6424982595,0,8.thomas_239240Pu_palmer,8_thomas,pu,
1970.5,0.5,1.2587605503,0.3256456186,8.thomas_239240Pu_palmer,8_thomas,pu,
1966.5,0.5,0.5323805262,0.2455859457,8.thomas_239240Pu_palmer,8_thomas,pu,
1963.5,0.5,0.5959259625,0,8.thomas_239240Pu_palmer,8_thomas,pu,
1960.5,0.5,1.3800578723,0.379952532,8.thomas_239240Pu_palmer,8_thomas,pu,
1958.5,0.5,0.6058600911,0.2192441424,8.thomas_239240Pu_palmer,8_thomas,pu,
1954.5,0.5,0.5585164868,0.2468171641,8.thomas_239240Pu_palmer,8_thomas,pu,
1952.5,0.5,0.7615763837,0.2682314396,8.thomas_239240Pu_palmer,8_thomas,pu,
1950.5,0.5,0.8725031288,0,8.thomas_239240Pu_palmer,8_thomas,pu,
1948.5,0.5,0.4009774439,0,8.thomas_239240Pu_palmer,8_thomas,pu,
1945.5,0.5,0.3996211857,0.1511351217,8.thomas_239240Pu_palmer,8_thomas,pu,
2011.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2010.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2009.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2008.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2007.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2006.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2005.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2004.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2003.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2002.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2001.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
2000.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1999.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1998.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1997.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1996.5,0,3062.787136294,NA,8.thomas_SCP_palmer,8_thomas,scp,
1995.5,0,1531.393568147,NA,8.thomas_SCP_palmer,8_thomas,scp,
1994.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1993.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1992.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1991.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1990.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1989.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1988.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1987.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1986.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1985.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1984.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1983.5,0,714.2857142857,NA,8.thomas_SCP_palmer,8_thomas,scp,
1982.5,0,1531.393568147,NA,8.thomas_SCP_palmer,8_thomas,scp,
1981.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1980.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1979.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1978.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1977.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1976.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1975.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1974.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1973.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1972.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1971.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1970.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1969.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1968.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1967.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1966.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1965.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1964.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1963.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1962.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1961.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1960.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1959.5,2.5,1531.393568147,NA,8.thomas_SCP_palmer,8_thomas,scp,
1958.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1957.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1956.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1955.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1954.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1953.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1952.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1951.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1950.5,0,714.2857142857,NA,8.thomas_SCP_palmer,8_thomas,scp,
1949.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1948.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1947.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1946.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1945.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1944.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1943.5,0,1428.5714285714,NA,8.thomas_SCP_palmer,8_thomas,scp,
1942.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1941.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1940.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1939.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1938.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1937.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1936.5,0,714.2857142857,NA,8.thomas_SCP_palmer,8_thomas,scp,
1935.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1934.5,4,1531.393568147,NA,8.thomas_SCP_palmer,8_thomas,scp,
1933.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1932.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1931.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1930.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1929.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1928.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1927.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1926.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1925.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1924.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1923.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1922.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1921.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1920.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1919.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1918.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1917.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1916.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1915.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1914.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1913.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1912.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1911.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1910.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1909.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1908.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1907.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1906.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1905.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1904.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1903.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1902.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1901.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1900.5,0,0,NA,8.thomas_SCP_palmer,8_thomas,scp,
1995.9,2.2,0.74,0.08,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1994.3,2.4,0.19,0.03,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1992.6,2.5,0.04,0,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1990.5,2.7,0.05,0.01,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1987.9,3,0.1,0.01,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1985.1,3.2,0.04,0,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1983.2,3.4,0.18,0.01,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1981.4,3.5,0.44,0.06,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1979,3.8,0.67,0.07,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1976.7,4,0.94,0.1,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1974.4,4.2,4.91,0.34,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1971.2,4.5,10.7,0.69,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1968,4.7,20.9,3.79,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1965.7,4.9,24.12,1.57,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1963.6,5.1,17.99,1.18,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1961.4,5.3,11.64,0.82,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1959.3,5.5,5.72,0.39,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1957.4,5.7,5.86,0.5,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1955.4,5.9,3.32,0.3,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1953.2,6.1,1.84,0.16,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1951.5,6.2,1.64,0.17,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1950.3,6.3,0.91,0.13,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1948.9,6.5,1.11,0.15,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1947,6.6,0.41,0.06,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1945.2,6.8,0.22,0.04,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1943.4,6.9,0.35,0.06,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1941.5,7.1,1.07,0.14,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1939.5,7.3,0.17,0.03,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1937.5,7.5,0.11,0.05,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1935.7,7.6,0.0508,0.01,9.fialkiewiczKoziel_239240Pu_Sn0,9_fialkiewiczKoziel,pu,
1997.5,1.5,1.106,0.0029,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1992,1,1.135,0.003,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1989,1,1.167,0.0031,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1979.5,0.5,1.294,0.0034,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1970,1,1.551,0.004,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1959.5,1.5,1.195,0.0032,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1956.5,0.5,1.059,0.0028,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1948.5,4.5,0.974,0.0026,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1945.5,6.5,0.973,0.0026,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1936.5,11.5,0.985,0.0027,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1933,13,0.979,0.0026,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1927.5,16.5,0.983,0.0027,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
1921.5,21.5,0.983,0.0026,9.fialkiewiczKoziel_F14C_Sn0,9_fialkiewiczKoziel,f14c,
2020.250722,0.067001952,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,measurement s.d.= (U-L)/(2*1.645)
2019.158309,0.164687798,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2018.468638,0.226359588,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2017.759476,0.289774321,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2016.900731,0.366565124,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2015.724687,0.47172941,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2014.863448,0.548743148,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2014.092413,0.617690709,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2012.521785,0.758139447,70.10548908,41.7649722178428,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2010.893818,0.903715678,216.1290624313,57.5822115500922,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2009.20443,1.054784204,390.77811394,82.3086374529373,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2007.264377,1.228267782,139.2957200544,47.9112298121234,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2005.528074,1.38353153,110.3746059228,46.4958660622685,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2003.508017,1.564169278,335.214537518,99.851138835145,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
2001.35764,1.756460421,848.4243016156,178.701533573228,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1999.508243,1.921837289,1606.7749698906,219.603081887334,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1997.757209,2.078418378,423.3062668737,84.0608189536348,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1995.860671,2.248010735,1283.5613020038,212.082635856191,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1994.268059,2.390425349,1070.2056184793,176.829909191599,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1992.610401,2.538656528,1237.6803003906,184.335363887965,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1990.505806,2.726853782,774.7180323414,174.443510618937,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1987.873362,2.962252352,295.9293459236,78.8430117132755,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1985.055072,3.214269675,371.3416354854,98.9347400638105,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1983.175759,3.382321757,1303.4184636261,207.529588190821,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1981.385289,3.542429264,487.9566401978,109.873354940093,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1979.005551,3.755230381,1152.8132147932,190.479149582887,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1976.671141,3.963978144,1239.6814701861,213.196298453165,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1974.404723,4.166645874,2357.2163463517,389.482493151753,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1971.200915,4.453136978,1528.0398486895,220.785421146913,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1967.950193,4.743823305,715.404920283,142.06622530442,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1965.706893,4.944423824,1825.8330230175,271.932577896221,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1963.61091,5.131850942,1207.7470778353,192.296841495192,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,ages are mean of intervals and errors are distance of the boundary to the mean
1961.384608,5.330931453,1267.2246761871,201.766832781185,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1959.301317,5.517223631,1045.0492196736,160.750113851578,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1957.417924,5.685640516,401.4992908759,106.969497041973,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1955.422343,5.864089452,705.4263403972,158.841077869399,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1953.24477,6.058812608,749.2894336496,148.795064838209,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1951.51572,6.21342782,60.2550602551,35.8966316413125,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1950.317011,6.320618783,395.5930934432,117.836240600103,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1948.854719,6.451380002,325.5051708757,86.7227544466527,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1947.007589,6.616554203,346.6065390732,119.21648089,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1945.159778,6.781789204,256.6924030121,108.132984846171,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1943.398772,6.93926203,258.3694211384,108.839437290829,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1941.497928,7.109239456,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1939.456566,7.291782281,82.0199104522,48.8629253757594,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1937.461665,7.470170418,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1935.742134,7.623934425,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1934.178986,7.763714359,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1932.668419,7.898792401,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
1931.060169,8.042605423,0,0,9.fialkiewiczKoziel_SCP_Sn0,9_fialkiewiczKoziel,scp,
